Ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,entrez,Gene stable ID,Gene name,Gene type,Gene description,Chromosome/scaffold name,Gene start (bp),Gene end (bp)
ENSMUSG00000028609,183.95503339033,-0.072767575308094,0.164620286681379,-0.442032854972091,0.658465431215486,0.853126317095055,Magoh,17149,ENSMUSG00000028619,Tceanc2,protein_coding,transcription elongation factor A (SII) N-terminal and central domain containing 2 [Source:MGI Symbol;Acc:MGI:1913776],4,106991352,107036313
ENSMUSG00000028614,128.259169807406,0.086759809594159,0.160676037876425,0.539967320210409,0.58921956978972,0.812035187363818,Ndc1,72787,ENSMUSG00000028621,Cyb5rl,protein_coding,cytochrome b5 reductase-like [Source:MGI Symbol;Acc:MGI:1919657],4,106924185,106945465
ENSMUSG00000028617,175.448159151613,0.143176546232292,0.118807221260541,1.20511653006604,0.228158319318501,0.518548686687845,Lrrc42,77809,ENSMUSG00000028622,Mrpl37,protein_coding,mitochondrial ribosomal protein L37 [Source:MGI Symbol;Acc:MGI:1926268],4,106913071,106924065
ENSMUSG00000028618,2479.30283832598,-0.083863764251855,0.131714194083943,-0.636710149844655,0.52431366102164,0.7737019668185,Tmem59,56374,ENSMUSG00000028629,Exo5,protein_coding,exonuclease 5 [Source:MGI Symbol;Acc:MGI:1920422],4,120778393,120782214
ENSMUSG00000028619,175.211258984074,-0.094863319924484,0.188431682587503,-0.503436145248198,0.614657664252247,0.826831709442654,Tceanc2,66526,ENSMUSG00000028630,Dyrk2,protein_coding,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 [Source:MGI Symbol;Acc:MGI:1330301],10,118691508,118706114
ENSMUSG00000028621,104.001000369965,0.208322148282184,0.242618966953174,0.858639169469348,0.390539620843683,0.67669414894926,Cyb5rl,230582,ENSMUSG00000028631,Kcnq4,protein_coding,"potassium voltage-gated channel, subfamily Q, member 4 [Source:MGI Symbol;Acc:MGI:1926803]",4,120553335,120605809
ENSMUSG00000028622,393.011787912814,0.028586105830299,0.118651422214412,0.240925100574365,0.809613167608604,0.928977895337863,Mrpl37,56280,ENSMUSG00000028633,Ctps,protein_coding,cytidine 5'-triphosphate synthase [Source:MGI Symbol;Acc:MGI:1858304],4,120397065,120427473
ENSMUSG00000028629,49.8970314414397,-0.139604543305528,0.255971540904303,-0.545390877487118,0.585484713262464,0.80866836400849,Exo5,73172,ENSMUSG00000028634,Hivep3,protein_coding,human immunodeficiency virus type I enhancer binding protein 3 [Source:MGI Symbol;Acc:MGI:106589],4,119590981,119995242
ENSMUSG00000028630,900.826966109651,0.468461637777555,0.129990874228213,3.60380404054456,0.000313593523701,0.006141998408641,Dyrk2,69181,ENSMUSG00000028636,Ppcs,protein_coding,phosphopantothenoylcysteine synthetase [Source:MGI Symbol;Acc:MGI:1915237],4,119275727,119279617
ENSMUSG00000028631,8.14813495344958,-0.344215778652598,0.544524586662918,-0.632140011825913,0.527295391833506,0.775740337454605,Kcnq4,60613,ENSMUSG00000028637,Ccdc30,protein_coding,coiled-coil domain containing 30 [Source:MGI Symbol;Acc:MGI:1920582],4,119179663,119272718
ENSMUSG00000028633,51.7559115264512,-0.091312228028709,0.262726564205477,-0.347556130476756,0.728173557333867,0.88966301822263,Ctps,51797,ENSMUSG00000028639,Ybx1,protein_coding,Y box protein 1 [Source:MGI Symbol;Acc:MGI:99146],4,119135178,119151801
ENSMUSG00000028634,30.3318858705131,-0.501697936033176,0.405515325395005,-1.23718612988173,0.216017989605561,0.506001936428831,Hivep3,16656,ENSMUSG00000028641,P3h1,protein_coding,prolyl 3-hydroxylase 1 [Source:MGI Symbol;Acc:MGI:1888921],4,119090112,119106172
ENSMUSG00000028636,207.470855982915,0.115473853401282,0.130443390826483,0.885241120072434,0.376026598853524,0.66480751728606,Ppcs,106564,ENSMUSG00000028643,Svbp,protein_coding,small vasohibin binding protein [Source:MGI Symbol;Acc:MGI:1916466],4,119052503,119058495
ENSMUSG00000028637,40.5798027073786,1.55704343082613,0.331956018447574,4.69051122527556,2.72523276553494E-06,0.000111414410622,Ccdc30,73332,ENSMUSG00000028645,Slc2a1,protein_coding,"solute carrier family 2 (facilitated glucose transporter), member 1 [Source:MGI Symbol;Acc:MGI:95755]",4,118965908,118995180
ENSMUSG00000028639,2249.19606754233,0.012212197334814,0.080573586718134,0.151565765311343,0.879529436715144,0.959171866023996,Ybx1,22608,ENSMUSG00000028646,Rragc,protein_coding,Ras-related GTP binding C [Source:MGI Symbol;Acc:MGI:1858751],4,123811239,123830790
ENSMUSG00000028641,177.631259922395,-0.232480393506406,0.18213361358875,-1.27642772207516,0.201804361741523,0.491670932865808,P3h1,56401,ENSMUSG00000028647,Mycbp,protein_coding,MYC binding protein [Source:MGI Symbol;Acc:MGI:1891750],4,123798625,123806062
ENSMUSG00000028643,42.8822580936744,-0.230342157532915,0.220762181477781,-1.04339500538999,0.296765385811593,0.595769350927489,Svbp,69216,ENSMUSG00000028648,Ndufs5,protein_coding,NADH:ubiquinone oxidoreductase core subunit S5 [Source:MGI Symbol;Acc:MGI:1890889],4,123606503,123611995
ENSMUSG00000028645,120.161153707389,-0.108751696766188,0.210820253445039,-0.515850327419038,0.605958949177224,0.822385843133932,Slc2a1,20525,ENSMUSG00000028649,Macf1,protein_coding,microtubule-actin crosslinking factor 1 [Source:MGI Symbol;Acc:MGI:108559],4,123243426,123578153
ENSMUSG00000028646,511.157778941188,0.009197913189298,0.08750072792386,0.105118133386291,0.916282070658281,0.973670754329041,Rragc,54170,ENSMUSG00000028651,Ppie,protein_coding,peptidylprolyl isomerase E (cyclophilin E) [Source:MGI Symbol;Acc:MGI:1917118],4,123020908,123033744
ENSMUSG00000028647,159.849639765836,-0.023004157418689,0.287772985796835,-0.07993855766201,0.936286123359235,0.979438269931013,Mycbp,56309,ENSMUSG00000028653,Trit1,protein_coding,tRNA isopentenyltransferase 1 [Source:MGI Symbol;Acc:MGI:1914216],4,122910390,122948742
ENSMUSG00000028648,576.096955711549,0.069140322030196,0.163241372505804,0.423546561566293,0.671896534661597,0.860588059352823,Ndufs5,595136,ENSMUSG00000028654,Mycl,protein_coding,v-myc avian myelocytomatosis viral oncogene lung carcinoma derived [Source:MGI Symbol;Acc:MGI:96799],4,122889445,122896278
ENSMUSG00000028649,1938.74704125648,0.228474821911092,0.102657367094917,2.22560570543217,0.026040603702443,0.153941251765356,Macf1,11426,ENSMUSG00000028655,Mfsd2a,protein_coding,major facilitator superfamily domain containing 2A [Source:MGI Symbol;Acc:MGI:1923824],4,122840643,122854981
ENSMUSG00000028651,117.891636957417,-0.019074536343075,0.143346650721682,-0.133065797122176,0.894141344495388,0.96420655839185,Ppie,56031,ENSMUSG00000028656,Cap1,protein_coding,"CAP, adenylate cyclase-associated protein 1 (yeast) [Source:MGI Symbol;Acc:MGI:88262]",4,122752840,122779849
ENSMUSG00000028653,129.185846994825,0.191817982972826,0.193572088683936,0.990938230180622,0.321715743196441,0.617805288965096,Trit1,66966,ENSMUSG00000028657,Ppt1,protein_coding,palmitoyl-protein thioesterase 1 [Source:MGI Symbol;Acc:MGI:1298204],4,122730035,122752968
ENSMUSG00000028654,113.306882801225,-0.317569563881334,0.365160748018652,-0.86967059193644,0.384480447839512,0.6724939585729,Mycl,16918,ENSMUSG00000028664,Ephb2,protein_coding,Eph receptor B2 [Source:MGI Symbol;Acc:MGI:99611],4,136374850,136563299
ENSMUSG00000028655,564.649361923318,-0.09487613001219,0.506378787552822,-0.187361975549367,0.851376833744841,0.948435469830821,Mfsd2a,76574,ENSMUSG00000028668,Eloa,protein_coding,elongin A [Source:MGI Symbol;Acc:MGI:1351315],4,135730679,135749074
ENSMUSG00000028656,933.184903329307,-0.107841689014504,0.086603405308737,-1.24523612703281,0.213044966511673,0.502285796502159,Cap1,12331,ENSMUSG00000028669,Pithd1,protein_coding,PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1 [Source:MGI Symbol;Acc:MGI:1913443],4,135702771,135714575
ENSMUSG00000028657,373.909503369642,-0.148025713642525,0.11779642860591,-1.25662310304626,0.208890144894459,0.499942424179751,Ppt1,19063,ENSMUSG00000028670,Lypla2,protein_coding,lysophospholipase 2 [Source:MGI Symbol;Acc:MGI:1347000],4,135695535,135699937
ENSMUSG00000028664,12.3582430558327,1.38946570702353,0.741917049124054,1.87280466012205,0.061095364243387,0.256336129482379,Ephb2,13844,ENSMUSG00000028671,Gale,protein_coding,"galactose-4-epimerase, UDP [Source:MGI Symbol;Acc:MGI:1921496]",4,135691038,135695489
ENSMUSG00000028668,564.650253458655,0.066459196213713,0.08999749268848,0.738456086146277,0.460237343150621,0.731437295466268,Eloa,27224,ENSMUSG00000028672,Hmgcl,protein_coding,3-hydroxy-3-methylglutaryl-Coenzyme A lyase [Source:MGI Symbol;Acc:MGI:96158],4,135673759,135689928
ENSMUSG00000028669,236.531863034468,0.06665906531689,0.131273497464739,0.507787684523263,0.611602247515577,0.825845204871741,Pithd1,66193,ENSMUSG00000028673,Fuca1,protein_coding,"fucosidase, alpha-L- 1, tissue [Source:MGI Symbol;Acc:MGI:95593]",4,135648046,135667622
ENSMUSG00000028670,375.585009167103,-0.100989131574126,0.106085917004202,-0.951956060012425,0.341119266625505,0.634248192590133,Lypla2,26394,ENSMUSG00000028675,Pnrc2,protein_coding,proline-rich nuclear receptor coactivator 2 [Source:MGI Symbol;Acc:MGI:106512],4,135598229,135601161
ENSMUSG00000028671,228.963772856413,-0.153336445874844,0.507707681946298,-0.302017186911627,0.762638961117029,0.907133346704184,Gale,74246,ENSMUSG00000028676,Srsf10,protein_coding,serine and arginine-rich splicing factor 10 [Source:MGI Symbol;Acc:MGI:1333805],4,135583058,135597219
ENSMUSG00000028672,1790.84762636907,0.138991444823863,0.116129414908048,1.19686683114625,0.231358464245562,0.522268817209577,Hmgcl,15356,ENSMUSG00000028677,Rnf220,protein_coding,ring finger protein 220 [Source:MGI Symbol;Acc:MGI:1913993],4,117128660,117354249
ENSMUSG00000028673,788.536357470831,-0.005794084979972,0.138187303161009,-0.041929213809323,0.966555127618266,0.988885321020299,Fuca1,71665,ENSMUSG00000028680,Plk3,protein_coding,polo like kinase 3 [Source:MGI Symbol;Acc:MGI:109604],4,116985852,116991160
ENSMUSG00000028675,761.222835269978,-0.19262304369499,0.10998080049368,-1.75142427433104,0.079872854697509,0.298983523665001,Pnrc2,52830,ENSMUSG00000028681,Ptch2,protein_coding,patched 2 [Source:MGI Symbol;Acc:MGI:1095405],4,116953272,116973298
ENSMUSG00000028676,560.614590207234,0.099624992680162,0.10455315942541,0.95286448757424,0.340658735184034,0.633739173883346,Srsf10,14105,ENSMUSG00000028683,Eif2b3,protein_coding,"eukaryotic translation initiation factor 2B, subunit 3 [Source:MGI Symbol;Acc:MGI:1313286]",4,116876599,116944503
ENSMUSG00000028677,212.947333918402,-0.025531529376792,0.117399618047238,-0.217475404106669,0.827837872993508,0.937279723415421,Rnf220,66743,ENSMUSG00000028684,Urod,protein_coding,uroporphyrinogen decarboxylase [Source:MGI Symbol;Acc:MGI:98916],4,116847162,116851610
ENSMUSG00000028680,277.948545010202,1.15315578762993,0.464312804933201,2.48357524362447,0.013007085203659,0.099968951001845,Plk3,12795,ENSMUSG00000028688,Toe1,protein_coding,"target of EGR1, member 1 (nuclear) [Source:MGI Symbol;Acc:MGI:1915526]",4,116651507,116664837
ENSMUSG00000028681,12.3350242587594,0.969155309715068,0.530827790474733,1.82574335237484,0.06788892971129,0.270904203338367,Ptch2,19207,ENSMUSG00000028689,Ccdc163,protein_coding,coiled-coil domain containing 163 [Source:MGI Symbol;Acc:MGI:1915644],4,116565706,116608403
ENSMUSG00000028683,96.3234155120351,0.38679483928672,0.188448615087857,2.052521527454,0.04011900510837,0.202806426940747,Eif2b3,108067,ENSMUSG00000028690,Mmachc,protein_coding,"methylmalonic aciduria cblC type, with homocystinuria [Source:MGI Symbol;Acc:MGI:1914346]",4,116559476,116565603
ENSMUSG00000028684,632.274829761754,0.229211952423584,0.088177820386465,2.59942864791844,0.00933790889637,0.080373936574106,Urod,22275,ENSMUSG00000028691,Prdx1,protein_coding,peroxiredoxin 1 [Source:MGI Symbol;Acc:MGI:99523],4,116542741,116558019
ENSMUSG00000028688,85.0122521933532,0.052865431421523,0.159844421748194,0.330730536876679,0.74084803404661,0.895895435327391,Toe1,68276,ENSMUSG00000028692,Akr1a1,protein_coding,"aldo-keto reductase family 1, member A1 (aldehyde reductase) [Source:MGI Symbol;Acc:MGI:1929955]",4,116493707,116508877
ENSMUSG00000028689,60.4767330881817,0.089615306984223,0.23000232226368,0.389627835502836,0.696811765929704,0.872895809779775,Ccdc163,68394,ENSMUSG00000028693,Nasp,protein_coding,nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328],4,116458249,116485138
ENSMUSG00000028690,184.52731593555,0.201933761051034,0.114194205966714,1.76833631217591,0.077004696779637,0.292302244660231,Mmachc,67096,ENSMUSG00000028696,Ipp,protein_coding,IAP promoted placental gene [Source:MGI Symbol;Acc:MGI:96581],4,116364746,116395440
ENSMUSG00000028691,9199.93198020115,-0.177426142573861,0.112915450887424,-1.5713185501137,0.116108674491645,0.368154573993816,Prdx1,18477,ENSMUSG00000028698,Pik3r3,protein_coding,phosphoinositide-3-kinase regulatory subunit 3 [Source:MGI Symbol;Acc:MGI:109277],4,116078815,116160253
ENSMUSG00000028692,3041.67427698519,0.193183531288658,0.08603496725475,2.2454071577274,0.024742006334743,0.149933528295268,Akr1a1,58810,ENSMUSG00000028700,Pomgnt1,protein_coding,"protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:1915523]",4,115981037,116017046
ENSMUSG00000028693,208.468630170686,0.130603495349241,0.128150099127016,1.01914470795526,0.308134271828861,0.605955733342963,Nasp,50927,ENSMUSG00000028701,Lurap1,protein_coding,leucine rich adaptor protein 1 [Source:MGI Symbol;Acc:MGI:1915325],4,115989603,116008535
ENSMUSG00000028696,153.430778300721,0.410762310654693,0.117202035639716,3.50473699891523,0.000457058555369,0.008304760069645,Ipp,16351,ENSMUSG00000028702,Rad54l,protein_coding,RAD54 like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:894697],4,115951461,115980887
ENSMUSG00000028698,52.8491685341711,0.486023445102446,0.325334380679017,1.49391971450435,0.135196604941885,0.398560540309022,Pik3r3,18710,ENSMUSG00000028703,Lrrc41,protein_coding,leucine rich repeat containing 41 [Source:MGI Symbol;Acc:MGI:2441984],4,115932466,115954240
ENSMUSG00000028700,234.114826467903,0.024339970292929,0.127763276520609,0.190508344461583,0.848910804993169,0.947775185725991,Pomgnt1,68273,ENSMUSG00000028706,Nsun4,protein_coding,"NOL1/NOP2/Sun domain family, member 4 [Source:MGI Symbol;Acc:MGI:1919431]",4,115890039,115911073
ENSMUSG00000028701,9.47363759800871,0.089780064868023,0.488053931218996,0.183955212990053,0.854048590102121,0.949468595962034,Lurap1,68075,ENSMUSG00000028708,Mknk1,protein_coding,MAP kinase-interacting serine/threonine kinase 1 [Source:MGI Symbol;Acc:MGI:894316],4,115696395,115736447
ENSMUSG00000028702,5.3482064156355,-2.23871333674721,0.796408513596317,-2.81101130704633,0.00493860503236,0.051130195350286,Rad54l,19366,ENSMUSG00000028709,Mob3c,protein_coding,MOB kinase activator 3C [Source:MGI Symbol;Acc:MGI:2140623],4,115685289,115693382
ENSMUSG00000028703,315.767953522719,-0.17506480604881,0.184952250065922,-0.946540558367967,0.343872945709185,0.636490862145202,Lrrc41,230654,ENSMUSG00000028710,Atpaf1,protein_coding,ATP synthase mitochondrial F1 complex assembly factor 1 [Source:MGI Symbol;Acc:MGI:2180560],4,115642009,115679852
ENSMUSG00000028706,208.453069843366,0.219971386670167,0.146779910693058,1.49864777564938,0.133965031600957,0.396663912286168,Nsun4,72181,ENSMUSG00000028712,Cyp4a31,protein_coding,"cytochrome P450, family 4, subfamily a, polypeptide 31 [Source:MGI Symbol;Acc:MGI:3028580]",4,115420846,115436212
ENSMUSG00000028708,194.371879078869,-0.009370533576175,0.14860689409067,-0.063055846994941,0.949722033286432,0.984528329996214,Mknk1,17346,ENSMUSG00000028713,Cyp4b1,protein_coding,"cytochrome P450, family 4, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:103225]",4,115481922,115504920
ENSMUSG00000028709,203.703656646261,-0.102392727818692,0.138879643070604,-0.737276720725998,0.460954085907835,0.731777993118359,Mob3c,100465,ENSMUSG00000028715,Cyp4a14,protein_coding,"cytochrome P450, family 4, subfamily a, polypeptide 14 [Source:MGI Symbol;Acc:MGI:1096550]",4,115343397,115353339
ENSMUSG00000028710,185.614019946119,-0.197826679874593,0.171031419401801,-1.15666864349551,0.247407765400554,0.541008895785917,Atpaf1,230649,ENSMUSG00000028716,Pdzk1ip1,protein_coding,PDZK1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914432],4,114945905,114951096
ENSMUSG00000028712,84.3148808144852,-0.656742239845153,0.52246963502244,-1.25699599712995,0.208755085053105,0.499811742710495,Cyp4a31,666168,ENSMUSG00000028717,Tal1,protein_coding,T cell acute lymphocytic leukemia 1 [Source:MGI Symbol;Acc:MGI:98480],4,114913623,114928952
ENSMUSG00000028713,239.007833248648,-0.063503860237863,0.206478587217052,-0.3075566386509,0.758419719128701,0.904413182897018,Cyp4b1,13120,ENSMUSG00000028719,Cmpk1,protein_coding,cytidine monophosphate (UMP-CMP) kinase 1 [Source:MGI Symbol;Acc:MGI:1913838],4,114816533,114844438
ENSMUSG00000028715,6289.85565094167,-0.738950441528511,0.844113983482867,-0.875415472303343,0.381347884164128,0.669205290248415,Cyp4a14,13119,ENSMUSG00000028729,Ebna1bp2,protein_coding,EBNA1 binding protein 2 [Source:MGI Symbol;Acc:MGI:1916322],4,118477996,118484973
ENSMUSG00000028716,53.3261677861458,-2.77850997134624,0.687114983425835,-4.04373363755375,5.26066823018062E-05,0.001433796182495,Pdzk1ip1,67182,ENSMUSG00000028737,Aldh4a1,protein_coding,"aldehyde dehydrogenase 4 family, member A1 [Source:MGI Symbol;Acc:MGI:2443883]",4,139350177,139377001
ENSMUSG00000028717,22.0510437249453,-0.624588159042947,0.432878170418871,-1.44287284904797,0.149056292823226,0.420611447503046,Tal1,21349,ENSMUSG00000028741,Mrto4,protein_coding,"mRNA turnover 4, ribosome maturation factor [Source:MGI Symbol;Acc:MGI:1917152]",4,139074746,139079887
ENSMUSG00000028719,1051.96685884326,0.239151911509742,0.128856659199657,1.85595306439838,0.063460248369593,0.262205768986451,Cmpk1,66588,ENSMUSG00000028743,Akr7a5,protein_coding,"aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase) [Source:MGI Symbol;Acc:MGI:107796]",4,139038055,139045737
ENSMUSG00000028729,229.162577929217,0.362903083761253,0.152488984650479,2.37986425441199,0.017319016676584,0.120179454678568,Ebna1bp2,69072,ENSMUSG00000028744,Slc66a1,protein_coding,solute carrier family 66 member 1 [Source:MGI Symbol;Acc:MGI:2384837],4,139021340,139038019
ENSMUSG00000028737,4878.75466301806,0.003692017055206,0.090140825061794,0.040958323297742,0.967329121151602,0.98923626447443,Aldh4a1,212647,ENSMUSG00000028745,Capzb,protein_coding,"capping protein (actin filament) muscle Z-line, beta [Source:MGI Symbol;Acc:MGI:104652]",4,138920210,139019129
ENSMUSG00000028741,184.313178861418,0.044871084095068,0.161297660394063,0.278188065378287,0.780867995868566,0.91579134384673,Mrto4,69902,ENSMUSG00000028755,Cda,protein_coding,cytidine deaminase [Source:MGI Symbol;Acc:MGI:1919519],4,138065735,138095303
ENSMUSG00000028743,957.156715588709,0.25930480619494,0.125125687898797,2.07235469030683,0.038232375570349,0.196959761284588,Akr7a5,110198,ENSMUSG00000028756,Pink1,protein_coding,PTEN induced putative kinase 1 [Source:MGI Symbol;Acc:MGI:1916193],4,138040720,138053618
ENSMUSG00000028744,141.793427841606,0.141858540184447,0.157460786244989,0.90091345005564,0.367634339350908,0.659167884809759,Pqlc2,212555,ENSMUSG00000028757,Ddost,protein_coding,dolichyl-di-phosphooligosaccharide-protein glycotransferase [Source:MGI Symbol;Acc:MGI:1194508],4,138032041,138039939
ENSMUSG00000028745,960.208276620202,-0.028980719417012,0.10932809141459,-0.265080264752009,0.790947630120824,0.920661004003165,Capzb,12345,ENSMUSG00000028759,Hp1bp3,protein_coding,"heterochromatin protein 1, binding protein 3 [Source:MGI Symbol;Acc:MGI:109369]",4,137943607,137971994
ENSMUSG00000028755,115.283639710508,-0.870026086979772,0.291546907130744,-2.98417189721587,0.002843469768674,0.034397874483257,Cda,72269,ENSMUSG00000028760,Eif4g3,protein_coding,"eukaryotic translation initiation factor 4 gamma, 3 [Source:MGI Symbol;Acc:MGI:1923935]",4,137720333,137935819
ENSMUSG00000028756,1516.70007629544,0.061454108422532,0.084314491487575,0.72886768737244,0.466082602137939,0.734913935736321,Pink1,68943,ENSMUSG00000028763,Hspg2,protein_coding,perlecan (heparan sulfate proteoglycan 2) [Source:MGI Symbol;Acc:MGI:96257],4,137196080,137297941
ENSMUSG00000028757,966.713720879658,0.276203969451608,0.139295340530137,1.98286581877339,0.04738241961712,0.222806540267737,Ddost,13200,ENSMUSG00000028766,Alpl,protein_coding,"alkaline phosphatase, liver/bone/kidney [Source:MGI Symbol;Acc:MGI:87983]",4,137469044,137523695
ENSMUSG00000028759,1516.11142679493,0.148703142866397,0.102762700286048,1.44705367270877,0.147881891738864,0.419373405411576,Hp1bp3,15441,ENSMUSG00000028771,Ptpn12,protein_coding,"protein tyrosine phosphatase, non-receptor type 12 [Source:MGI Symbol;Acc:MGI:104673]",5,21191643,21260909
ENSMUSG00000028760,825.994576723795,0.250204008501946,0.120154132033269,2.08235875261175,0.037309713064448,0.19477105208606,Eif4g3,230861,ENSMUSG00000028772,Zcchc17,protein_coding,"zinc finger, CCHC domain containing 17 [Source:MGI Symbol;Acc:MGI:1919955]",4,130209176,130253736
ENSMUSG00000028763,545.540204277291,-0.471630913383387,0.28734380270594,-1.6413470864588,0.100725387027094,0.340085989581777,Hspg2,15530,ENSMUSG00000028773,Fabp3,protein_coding,"fatty acid binding protein 3, muscle and heart [Source:MGI Symbol;Acc:MGI:95476]",4,130202388,130209256
ENSMUSG00000028766,125.215102432908,0.373460337125968,0.285430172764322,1.30841225897422,0.190733516846746,0.477190874433348,Alpl,11647,ENSMUSG00000028776,Tinagl1,protein_coding,tubulointerstitial nephritis antigen-like 1 [Source:MGI Symbol;Acc:MGI:2137617],4,130058247,130068915
ENSMUSG00000028771,368.490009828816,-0.148633642924518,0.152972897210396,-0.971633836025806,0.33123274324819,0.62530856272817,Ptpn12,19248,ENSMUSG00000028779,Pef1,protein_coding,penta-EF hand domain containing 1 [Source:MGI Symbol;Acc:MGI:1915148],4,129996351,130021928
ENSMUSG00000028772,159.383523319176,0.329455830957612,0.197201109740431,1.67065911237144,0.094789029355873,0.329383383371037,Zcchc17,619605,ENSMUSG00000028780,Sema3c,protein_coding,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [Source:MGI Symbol;Acc:MGI:107557]",5,17779279,17935266
ENSMUSG00000028773,14.3808394528534,6.48151335646415,2.24957285195275,2.88121958390361,0.00396139553392,0.043607478979641,Fabp3,14077,ENSMUSG00000028788,Ptp4a2,protein_coding,protein tyrosine phosphatase 4a2 [Source:MGI Symbol;Acc:MGI:1277117],4,129705012,129743796
ENSMUSG00000028776,279.486546817909,-0.261663191301672,0.148790215951574,-1.75860482242216,0.078644653326108,0.295855316745592,Tinagl1,94242,ENSMUSG00000028789,Azin2,protein_coding,antizyme inhibitor 2 [Source:MGI Symbol;Acc:MGI:2442093],4,128824026,128856235
ENSMUSG00000028779,272.953375183823,-0.051703107971061,0.116444312368889,-0.444015743828418,0.657031201314963,0.852488719572506,Pef1,67898,ENSMUSG00000028790,Khdrbs1,protein_coding,"KH domain containing, RNA binding, signal transduction associated 1 [Source:MGI Symbol;Acc:MGI:893579]",4,129596957,129636096
ENSMUSG00000028780,16.7834823526597,-0.53813139926512,0.504592081077609,-1.06646818181507,0.286212054582036,0.584106281144092,Sema3c,20348,ENSMUSG00000028792,Ak2,protein_coding,adenylate kinase 2 [Source:MGI Symbol;Acc:MGI:87978],4,128885751,128905322
ENSMUSG00000028788,2259.90841526655,0.032500575788303,0.091703620279599,0.354408862913051,0.723032493427188,0.886933776559368,Ptp4a2,19244,ENSMUSG00000028793,Rnf19b,protein_coding,ring finger protein 19B [Source:MGI Symbol;Acc:MGI:1922484],4,128952064,128979679
ENSMUSG00000028789,8.87727629516423,-0.714759180563802,0.521537072408842,-1.37048585494128,0.170535287931512,0.452437158438821,Azin2,242669,ENSMUSG00000028795,Ccdc28b,protein_coding,coiled coil domain containing 28B [Source:MGI Symbol;Acc:MGI:1913514],4,129513067,129517740
ENSMUSG00000028790,432.647331961988,-0.035648083764714,0.091042582794596,-0.391553959372398,0.69538781191774,0.87216299174112,Khdrbs1,20218,ENSMUSG00000028796,Phc2,protein_coding,polyhomeotic 2 [Source:MGI Symbol;Acc:MGI:1860454],4,128548495,128646674
ENSMUSG00000028792,2341.54899359278,0.453796962170362,0.120348668446925,3.77068535968466,0.000162799828313,0.003676675656716,Ak2,11637,ENSMUSG00000028797,Tmem234,protein_coding,transmembrane protein 234 [Source:MGI Symbol;Acc:MGI:1924049],4,129494461,129517852
ENSMUSG00000028793,294.372652710318,0.31136663195612,0.134275230261695,2.31886872470287,0.020402155396837,0.132801625802261,Rnf19b,75234,ENSMUSG00000028798,Eif3i,protein_coding,"eukaryotic translation initiation factor 3, subunit I [Source:MGI Symbol;Acc:MGI:1860763]",4,129485753,129494441
ENSMUSG00000028795,38.5336775027468,0.101998834126203,0.222030894599154,0.459390276791651,0.645953929332779,0.846532073267724,Ccdc28b,66264,ENSMUSG00000028799,Zfp362,protein_coding,zinc finger protein 362 [Source:MGI Symbol;Acc:MGI:2652839],4,128666881,128699838
ENSMUSG00000028796,301.464428747378,-0.099833338614386,0.127102697361405,-0.78545413029685,0.432187354187881,0.710523129650208,Phc2,54383,ENSMUSG00000028800,Hdac1,protein_coding,histone deacetylase 1 [Source:MGI Symbol;Acc:MGI:108086],4,129409897,129436506
ENSMUSG00000028797,542.684487255372,-0.050649901937394,0.112786692806083,-0.449076931659633,0.653376160785214,0.850562098283514,Tmem234,76799,ENSMUSG00000028803,Nipal3,protein_coding,NIPA-like domain containing 3 [Source:MGI Symbol;Acc:MGI:1921802],4,135172731,135222349
ENSMUSG00000028798,587.939310906493,0.081206509466129,0.115982090893095,0.700164213636916,0.483824757632496,0.74666895228492,Eif3i,54709,ENSMUSG00000028807,Zbtb8a,protein_coding,zinc finger and BTB domain containing 8a [Source:MGI Symbol;Acc:MGI:1920930],4,129247421,129271909
ENSMUSG00000028799,90.5073688305083,-0.072591585607305,0.189675229979819,-0.382715157983618,0.701930974178576,0.875141932169177,Zfp362,230761,ENSMUSG00000028809,Srrm1,protein_coding,serine/arginine repetitive matrix 1 [Source:MGI Symbol;Acc:MGI:1858303],4,135047795,135080632
ENSMUSG00000028800,319.497567141167,-0.151308354511511,0.113026434956455,-1.33869881474901,0.180668742298222,0.465571040061756,Hdac1,433759,ENSMUSG00000028811,Yars,protein_coding,tyrosyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2147627],4,129083553,129113400
ENSMUSG00000028803,146.527263245599,0.025253645796675,0.170576758808364,0.148048573399418,0.882304434554055,0.960038326936203,Nipal3,74552,ENSMUSG00000028820,Sfpq,protein_coding,splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated) [Source:MGI Symbol;Acc:MGI:1918764],4,126915117,126930806
